,ranking_date,rank,player,points,full_name
2494248,1990-04-16,4,101736,1825.0,Andre Agassi
2494249,1990-04-16,5,100763,1650.0,Brad Gilbert
2495510,1990-04-23,1,100656,3201.0,Ivan Lendl
2495511,1990-04-23,2,101222,2891.0,Stefan Edberg
2495512,1990-04-23,3,101414,2776.0,Boris Becker
2495513,1990-04-23,4,101736,1825.0,Andre Agassi
2495514,1990-04-23,5,100763,1650.0,Brad Gilbert
2496787,1990-04-30,1,100656,3201.0,Ivan Lendl
2496788,1990-04-30,2,101222,2891.0,Stefan Edberg
2496789,1990-04-30,3,101414,2692.0,Boris Becker
2496790,1990-04-30,4,101736,1825.0,Andre Agassi
2496791,1990-04-30,5,100763,1650.0,Brad Gilbert
2498055,1990-05-07,1,100656,3073.0,Ivan Lendl
2498056,1990-05-07,2,101222,2861.0,Stefan Edberg
2498057,1990-05-07,3,101414,2692.0,Boris Becker
2498058,1990-05-07,4,101736,1720.0,Andre Agassi
2498059,1990-05-07,5,100763,1630.0,Brad Gilbert
2499320,1990-05-14,1,100656,2932.0,Ivan Lendl
2499321,1990-05-14,2,101222,2861.0,Stefan Edberg
2499322,1990-05-14,3,101414,2796.0,Boris Becker
2499323,1990-05-14,4,101736,1751.0,Andre Agassi
2499324,1990-05-14,5,100763,1630.0,Brad Gilbert
2500583,1990-05-21,1,100656,2932.0,Ivan Lendl
2500584,1990-05-21,2,101222,2861.0,Stefan Edberg
2500585,1990-05-21,3,101414,2796.0,Boris Becker
2500586,1990-05-21,4,100763,1639.0,Brad Gilbert
2500587,1990-05-21,5,101736,1557.0,Andre Agassi
2501846,1990-05-28,1,100656,2932.0,Ivan Lendl
2501847,1990-05-28,2,101222,2861.0,Stefan Edberg
2501848,1990-05-28,3,101414,2796.0,Boris Becker
2501849,1990-05-28,4,100763,1639.0,Brad Gilbert
2501850,1990-05-28,5,101736,1557.0,Andre Agassi
2503108,1990-06-04,1,100656,,Ivan Lendl
2503109,1990-06-04,2,101222,,Stefan Edberg
2503110,1990-06-04,3,101414,,Boris Becker
2503111,1990-06-04,4,100763,,Brad Gilbert
2503112,1990-06-04,5,101736,,Andre Agassi
2504368,1990-06-11,1,100656,2909.0,Ivan Lendl
2504369,1990-06-11,2,101414,2578.0,Boris Becker
2504370,1990-06-11,3,101222,2544.0,Stefan Edberg
2504371,1990-06-11,4,100653,2005.0,Andres Gomez
2504372,1990-06-11,5,101736,1896.0,Andre Agassi
2505627,1990-06-18,1,100656,2976.0,Ivan Lendl
2505628,1990-06-18,2,101414,2752.0,Boris Becker
2505629,1990-06-18,3,101222,2606.0,Stefan Edberg
2505630,1990-06-18,4,100653,2005.0,Andres Gomez
2505631,1990-06-18,5,101736,1896.0,Andre Agassi
2506883,1990-06-25,1,100656,2976.0,Ivan Lendl
2506884,1990-06-25,2,101414,2752.0,Boris Becker
2506885,1990-06-25,3,101222,2606.0,Stefan Edberg
2506886,1990-06-25,4,100653,2005.0,Andres Gomez
2506887,1990-06-25,5,101736,1896.0,Andre Agassi
2508150,1990-07-02,1,100656,,Ivan Lendl
2508151,1990-07-02,2,101414,,Boris Becker
2508152,1990-07-02,3,101222,,Stefan Edberg
2508153,1990-07-02,4,100653,,Andres Gomez
2508154,1990-07-02,5,101736,,Andre Agassi
2509416,1990-07-09,1,100656,2995.0,Ivan Lendl
2509417,1990-07-09,2,101222,2783.0,Stefan Edberg
2509418,1990-07-09,3,101414,2639.0,Boris Becker
2509419,1990-07-09,4,100653,2005.0,Andres Gomez
2509420,1990-07-09,5,101736,1896.0,Andre Agassi
2510665,1990-07-16,1,100656,2995.0,Ivan Lendl
2510666,1990-07-16,2,101222,2783.0,Stefan Edberg
2510667,1990-07-16,3,101414,2639.0,Boris Becker
2510668,1990-07-16,4,101736,1825.0,Andre Agassi
2510669,1990-07-16,5,100653,1822.0,Andres Gomez
2511906,1990-07-23,1,100656,2995.0,Ivan Lendl
2511907,1990-07-23,2,101222,2783.0,Stefan Edberg
2511908,1990-07-23,3,101414,2639.0,Boris Becker
2511909,1990-07-23,4,101736,2056.0,Andre Agassi
2511910,1990-07-23,5,100653,1843.0,Andres Gomez
2513147,1990-07-30,1,100656,2995.0,Ivan Lendl
2513148,1990-07-30,2,101222,2783.0,Stefan Edberg
2513149,1990-07-30,3,101414,2639.0,Boris Becker
2513150,1990-07-30,4,101736,2126.0,Andre Agassi
2513151,1990-07-30,5,100653,1843.0,Andres Gomez
2514371,1990-08-06,1,100656,2995.0,Ivan Lendl
2514372,1990-08-06,2,101222,2905.0,Stefan Edberg
2514373,1990-08-06,3,101414,2653.0,Boris Becker
2514374,1990-08-06,4,101736,2101.0,Andre Agassi
2514375,1990-08-06,5,100653,1843.0,Andres Gomez
2515593,1990-08-13,1,101222,3209.0,Stefan Edberg
2515594,1990-08-13,2,100656,2995.0,Ivan Lendl
2515595,1990-08-13,3,101414,2653.0,Boris Becker
2515596,1990-08-13,4,101736,2145.0,Andre Agassi
2515597,1990-08-13,5,100653,1982.0,Andres Gomez
2516810,1990-08-20,1,101222,3070.0,Stefan Edberg
2516811,1990-08-20,2,101414,2844.0,Boris Becker
2516812,1990-08-20,3,100656,2813.0,Ivan Lendl
2516813,1990-08-20,4,101736,2103.0,Andre Agassi
2516814,1990-08-20,5,100653,1943.0,Andres Gomez
2518015,1990-08-27,1,101222,3216.0,Stefan Edberg
2518016,1990-08-27,2,101414,2844.0,Boris Becker
2518017,1990-08-27,3,100656,2813.0,Ivan Lendl
2518018,1990-08-27,4,101736,2103.0,Andre Agassi
2518019,1990-08-27,5,100653,1949.0,Andres Gomez
2519207,1990-09-10,1,101222,3195.0,Stefan Edberg
2519208,1990-09-10,2,101414,2665.0,Boris Becker
2519209,1990-09-10,3,100656,2567.0,Ivan Lendl
2519210,1990-09-10,4,101736,2292.0,Andre Agassi
2519211,1990-09-10,5,100653,1949.0,Andres Gomez
2520370,1990-09-17,1,101222,3195.0,Stefan Edberg
2520371,1990-09-17,2,101414,2665.0,Boris Becker
2520372,1990-09-17,3,100656,2567.0,Ivan Lendl
2520373,1990-09-17,4,101736,2292.0,Andre Agassi
2520374,1990-09-17,5,100653,1949.0,Andres Gomez
2521547,1990-09-24,1,101222,3195.0,Stefan Edberg
2521548,1990-09-24,2,101414,2665.0,Boris Becker
2521549,1990-09-24,3,100656,2484.0,Ivan Lendl
2521550,1990-09-24,4,101736,2292.0,Andre Agassi
2521551,1990-09-24,5,100653,1754.0,Andres Gomez
2522725,1990-10-01,1,101222,3195.0,Stefan Edberg
2522726,1990-10-01,2,101414,2665.0,Boris Becker
2522727,1990-10-01,3,100656,2359.0,Ivan Lendl
2522728,1990-10-01,4,101736,2292.0,Andre Agassi
2522729,1990-10-01,5,100653,1754.0,Andres Gomez
2523898,1990-10-08,1,101222,3314.0,Stefan Edberg
2523899,1990-10-08,2,101414,2945.0,Boris Becker
2523900,1990-10-08,3,100656,2492.0,Ivan Lendl
2523901,1990-10-08,4,101736,2129.0,Andre Agassi
2523902,1990-10-08,5,101948,1718.0,Pete Sampras
2525075,1990-10-15,1,101222,3436.0,Stefan Edberg
2525076,1990-10-15,2,101414,3121.0,Boris Becker
2525077,1990-10-15,3,100656,2712.0,Ivan Lendl
2525078,1990-10-15,4,101736,2129.0,Andre Agassi
2525079,1990-10-15,5,101948,1718.0,Pete Sampras
2526258,1990-10-22,1,101222,3384.0,Stefan Edberg
2526259,1990-10-22,2,101414,3121.0,Boris Becker
2526260,1990-10-22,3,100656,2712.0,Ivan Lendl
2526261,1990-10-22,4,101736,2107.0,Andre Agassi
2526262,1990-10-22,5,101948,1718.0,Pete Sampras
2527436,1990-10-29,1,101222,3600.0,Stefan Edberg
2527437,1990-10-29,2,101414,3453.0,Boris Becker
2527438,1990-10-29,3,100656,2712.0,Ivan Lendl
2527439,1990-10-29,4,101736,2108.0,Andre Agassi
2527440,1990-10-29,5,101948,1839.0,Pete Sampras
2528615,1990-11-05,1,101222,3770.0,Stefan Edberg
2528616,1990-11-05,2,101414,3449.0,Boris Becker
2528617,1990-11-05,3,100656,2755.0,Ivan Lendl
2528618,1990-11-05,4,101736,2108.0,Andre Agassi
2528619,1990-11-05,5,101948,1864.0,Pete Sampras
2529790,1990-11-12,1,101222,3674.0,Stefan Edberg
2529791,1990-11-12,2,101414,3449.0,Boris Becker
2529792,1990-11-12,3,100656,2482.0,Ivan Lendl
2529793,1990-11-12,4,101736,2048.0,Andre Agassi
2529794,1990-11-12,5,101948,1864.0,Pete Sampras
2530960,1990-11-19,1,101222,3889.0,Stefan Edberg
2530961,1990-11-19,2,101414,3528.0,Boris Becker
2530962,1990-11-19,3,100656,2581.0,Ivan Lendl
2530963,1990-11-19,4,101736,2398.0,Andre Agassi
2530964,1990-11-19,5,101948,1888.0,Pete Sampras
2532131,1990-11-26,1,101222,3889.0,Stefan Edberg
2532132,1990-11-26,2,101414,3528.0,Boris Becker
2532133,1990-11-26,3,100656,2581.0,Ivan Lendl
2532134,1990-11-26,4,101736,2398.0,Andre Agassi
2532135,1990-11-26,5,101948,1888.0,Pete Sampras
2533299,1990-12-03,1,101222,3889.0,Stefan Edberg
2533300,1990-12-03,2,101414,3528.0,Boris Becker
2533301,1990-12-03,3,100656,2581.0,Ivan Lendl
2533302,1990-12-03,4,101736,2398.0,Andre Agassi
2533303,1990-12-03,5,101948,1888.0,Pete Sampras
2534477,1990-12-10,1,101222,3889.0,Stefan Edberg
2534478,1990-12-10,2,101414,3528.0,Boris Becker
2534479,1990-12-10,3,100656,2581.0,Ivan Lendl
2534480,1990-12-10,4,101736,2398.0,Andre Agassi
2534481,1990-12-10,5,101948,1888.0,Pete Sampras
2535648,1990-12-17,1,101222,,Stefan Edberg
2535649,1990-12-17,2,101414,,Boris Becker
2535650,1990-12-17,3,100656,,Ivan Lendl
2535651,1990-12-17,4,101736,,Andre Agassi
2535652,1990-12-17,5,101948,,Pete Sampras
2536819,1990-12-24,1,101222,3889.0,Stefan Edberg
2536820,1990-12-24,2,101414,3528.0,Boris Becker
2536821,1990-12-24,3,100656,2581.0,Ivan Lendl
2536822,1990-12-24,4,101736,2398.0,Andre Agassi
2536823,1990-12-24,5,101948,1888.0,Pete Sampras
2537985,1990-12-31,1,101222,,Stefan Edberg
2537986,1990-12-31,2,101414,,Boris Becker
2537987,1990-12-31,3,100656,,Ivan Lendl
2537988,1990-12-31,4,101736,,Andre Agassi
2537989,1990-12-31,5,101948,,Pete Sampras
2539150,1991-01-07,1,101222,3889.0,Stefan Edberg
2539151,1991-01-07,2,101414,3528.0,Boris Becker
2539152,1991-01-07,3,100656,2581.0,Ivan Lendl
2539153,1991-01-07,4,101736,2398.0,Andre Agassi
2539154,1991-01-07,5,101948,1888.0,Pete Sampras
2540316,1991-01-14,1,101222,3889.0,Stefan Edberg
2540317,1991-01-14,2,101414,3528.0,Boris Becker
2540318,1991-01-14,3,100656,2541.0,Ivan Lendl
2540319,1991-01-14,4,101736,2398.0,Andre Agassi
2540320,1991-01-14,5,101948,1855.0,Pete Sampras
2541482,1991-01-21,1,101222,,Stefan Edberg
2541483,1991-01-21,2,101414,,Boris Becker
2541484,1991-01-21,3,100656,,Ivan Lendl
2541485,1991-01-21,4,101736,,Andre Agassi
2541486,1991-01-21,5,101948,,Pete Sampras
2542647,1991-01-28,1,101414,3935.0,Boris Becker
2542648,1991-01-28,2,101222,3802.0,Stefan Edberg
2542649,1991-01-28,3,100656,2519.0,Ivan Lendl
2542650,1991-01-28,4,101736,2398.0,Andre Agassi
2542651,1991-01-28,5,101948,1773.0,Pete Sampras
2543814,1991-02-04,1,101414,,Boris Becker
2543815,1991-02-04,2,101222,,Stefan Edberg
2543816,1991-02-04,3,100656,,Ivan Lendl
2543817,1991-02-04,4,101736,,Andre Agassi
2543818,1991-02-04,5,101948,,Pete Sampras
2544980,1991-02-11,1,101414,3935.0,Boris Becker
2544981,1991-02-11,2,101222,3802.0,Stefan Edberg
2544982,1991-02-11,3,100656,2353.0,Ivan Lendl
2544983,1991-02-11,4,101736,2318.0,Andre Agassi
2544984,1991-02-11,5,101948,1689.0,Pete Sampras
2546164,1991-02-18,1,101222,3853.0,Stefan Edberg
2546165,1991-02-18,2,101414,3836.0,Boris Becker
2546166,1991-02-18,3,100656,2369.0,Ivan Lendl
2546167,1991-02-18,4,101736,2319.0,Andre Agassi
2546168,1991-02-18,5,101948,1903.0,Pete Sampras
2547354,1991-02-25,1,101222,3997.0,Stefan Edberg
2547355,1991-02-25,2,101414,3382.0,Boris Becker
2547356,1991-02-25,3,100656,2416.0,Ivan Lendl
2547357,1991-02-25,4,101736,2278.0,Andre Agassi
2547358,1991-02-25,5,101098,1730.0,Guy Forget
2548543,1991-03-04,1,101222,3997.0,Stefan Edberg
2548544,1991-03-04,2,101414,3523.0,Boris Becker
2548545,1991-03-04,3,100656,2557.0,Ivan Lendl
2548546,1991-03-04,4,101736,2278.0,Andre Agassi
2548547,1991-03-04,5,101098,1730.0,Guy Forget
2549736,1991-03-11,1,101222,3846.0,Stefan Edberg
2549737,1991-03-11,2,101414,3407.0,Boris Becker
2549738,1991-03-11,3,100656,2557.0,Ivan Lendl
2549739,1991-03-11,4,101736,2069.0,Andre Agassi
2549740,1991-03-11,5,101098,1927.0,Guy Forget
2550936,1991-03-18,1,101222,,Stefan Edberg
2550937,1991-03-18,2,101414,,Boris Becker
2550938,1991-03-18,3,100656,,Ivan Lendl
2550939,1991-03-18,4,101736,,Andre Agassi
2550940,1991-03-18,5,101098,,Guy Forget
2552136,1991-03-25,1,101222,3786.0,Stefan Edberg
2552137,1991-03-25,2,101414,3440.0,Boris Becker
2552138,1991-03-25,3,100656,2509.0,Ivan Lendl
2552139,1991-03-25,4,101098,1927.0,Guy Forget
2552140,1991-03-25,5,101736,1713.0,Andre Agassi
2553337,1991-04-01,1,101222,3786.0,Stefan Edberg
2553338,1991-04-01,2,101414,3440.0,Boris Becker
2553339,1991-04-01,3,100656,2509.0,Ivan Lendl
2553340,1991-04-01,4,101098,1927.0,Guy Forget
2553341,1991-04-01,5,101736,1713.0,Andre Agassi
2554541,1991-04-08,1,101222,3786.0,Stefan Edberg
2554542,1991-04-08,2,101414,3440.0,Boris Becker
2554543,1991-04-08,3,100656,2509.0,Ivan Lendl
2554544,1991-04-08,4,101098,1927.0,Guy Forget
2554545,1991-04-08,5,101736,1843.0,Andre Agassi
2555744,1991-04-15,1,101222,3783.0,Stefan Edberg
2555745,1991-04-15,2,101414,3440.0,Boris Becker
2555746,1991-04-15,3,100656,2624.0,Ivan Lendl
2555747,1991-04-15,4,101098,1927.0,Guy Forget
2555748,1991-04-15,5,101736,1902.0,Andre Agassi
2556944,1991-04-22,1,101222,3783.0,Stefan Edberg
2556945,1991-04-22,2,101414,3440.0,Boris Becker
2556946,1991-04-22,3,100656,2624.0,Ivan Lendl
2556947,1991-04-22,4,101736,1902.0,Andre Agassi
2556948,1991-04-22,5,101098,1865.0,Guy Forget
2558131,1991-04-29,1,101222,3783.0,Stefan Edberg
2558132,1991-04-29,2,101414,3599.0,Boris Becker
2558133,1991-04-29,3,100656,2624.0,Ivan Lendl
2558134,1991-04-29,4,101736,1902.0,Andre Agassi
2558135,1991-04-29,5,101098,1849.0,Guy Forget
2559315,1991-05-06,1,101222,3783.0,Stefan Edberg
2559316,1991-05-06,2,101414,3599.0,Boris Becker
2559317,1991-05-06,3,100656,2696.0,Ivan Lendl
2559318,1991-05-06,4,101736,1902.0,Andre Agassi
2559319,1991-05-06,5,101098,1849.0,Guy Forget
2560500,1991-05-13,1,101222,3783.0,Stefan Edberg
2560501,1991-05-13,2,101414,3425.0,Boris Becker
2560502,1991-05-13,3,100656,2696.0,Ivan Lendl
2560503,1991-05-13,4,101736,1872.0,Andre Agassi
2560504,1991-05-13,5,101098,1673.0,Guy Forget
2561698,1991-05-20,1,101222,3783.0,Stefan Edberg
2561699,1991-05-20,2,101414,3425.0,Boris Becker
2561700,1991-05-20,3,100656,2696.0,Ivan Lendl
2561701,1991-05-20,4,101736,1872.0,Andre Agassi
2561702,1991-05-20,5,101843,1659.0,Sergi Bruguera
2562893,1991-05-27,1,101222,3783.0,Stefan Edberg
2562894,1991-05-27,2,101414,3425.0,Boris Becker
2562895,1991-05-27,3,100656,2696.0,Ivan Lendl
2562896,1991-05-27,4,101736,1872.0,Andre Agassi
2562897,1991-05-27,5,101843,1659.0,Sergi Bruguera
2564091,1991-06-03,1,101222,,Stefan Edberg
2564092,1991-06-03,2,101414,,Boris Becker
2564093,1991-06-03,3,100656,,Ivan Lendl
2564094,1991-06-03,4,101736,,Andre Agassi
2564095,1991-06-03,5,101843,,Sergi Bruguera
2565289,1991-06-10,1,101222,3814.0,Stefan Edberg
2565290,1991-06-10,2,101414,3721.0,Boris Becker
2565291,1991-06-10,3,100656,2696.0,Ivan Lendl
2565292,1991-06-10,4,101793,2070.0,Jim Courier
2565293,1991-06-10,5,101736,1982.0,Andre Agassi
2566493,1991-06-17,1,101222,3818.0,Stefan Edberg
2566494,1991-06-17,2,101414,3572.0,Boris Becker
2566495,1991-06-17,3,100656,2473.0,Ivan Lendl
2566496,1991-06-17,4,101793,2070.0,Jim Courier
2566497,1991-06-17,5,101736,1982.0,Andre Agassi
2567723,1991-06-24,1,101222,3818.0,Stefan Edberg
2567724,1991-06-24,2,101414,3572.0,Boris Becker
2567725,1991-06-24,3,100656,2473.0,Ivan Lendl
2567726,1991-06-24,4,101793,2070.0,Jim Courier
2567727,1991-06-24,5,101736,1982.0,Andre Agassi
2568961,1991-07-01,1,101222,,Stefan Edberg
2568962,1991-07-01,2,101414,,Boris Becker
2568963,1991-07-01,3,100656,,Ivan Lendl
2568964,1991-07-01,4,101793,,Jim Courier
2568965,1991-07-01,5,101736,,Andre Agassi
2570195,1991-07-08,1,101414,3658.0,Boris Becker
2570196,1991-07-08,2,101222,3575.0,Stefan Edberg
2570197,1991-07-08,3,100656,2283.0,Ivan Lendl
2570198,1991-07-08,4,101529,2258.0,Michael Stich
2570199,1991-07-08,5,101793,2197.0,Jim Courier
2571444,1991-07-15,1,101414,3658.0,Boris Becker
2571445,1991-07-15,2,101222,3575.0,Stefan Edberg
2571446,1991-07-15,3,100656,2283.0,Ivan Lendl
2571447,1991-07-15,4,101529,2258.0,Michael Stich
2571448,1991-07-15,5,101793,2181.0,Jim Courier
2572705,1991-07-22,1,101414,3658.0,Boris Becker
2572706,1991-07-22,2,101222,3575.0,Stefan Edberg
2572707,1991-07-22,3,101529,2479.0,Michael Stich
2572708,1991-07-22,4,100656,2283.0,Ivan Lendl
2572709,1991-07-22,5,101793,2181.0,Jim Courier
2573972,1991-07-29,1,101414,3658.0,Boris Becker
2573973,1991-07-29,2,101222,3575.0,Stefan Edberg
2573974,1991-07-29,3,101529,2479.0,Michael Stich
2573975,1991-07-29,4,100656,2407.0,Ivan Lendl
2573976,1991-07-29,5,101793,2301.0,Jim Courier
2575246,1991-08-05,1,101414,3642.0,Boris Becker
2575247,1991-08-05,2,101222,3575.0,Stefan Edberg
2575248,1991-08-05,3,101529,2479.0,Michael Stich
2575249,1991-08-05,4,100656,2407.0,Ivan Lendl
2575250,1991-08-05,5,101793,2301.0,Jim Courier
2576529,1991-08-12,1,101414,3786.0,Boris Becker
2576530,1991-08-12,2,101222,3353.0,Stefan Edberg
2576531,1991-08-12,3,101529,2479.0,Michael Stich
2576532,1991-08-12,4,100656,2422.0,Ivan Lendl
2576533,1991-08-12,5,101793,2375.0,Jim Courier
2577801,1991-08-19,1,101414,3728.0,Boris Becker
2577802,1991-08-19,2,101222,3353.0,Stefan Edberg
2577803,1991-08-19,3,101529,2479.0,Michael Stich
2577804,1991-08-19,4,101793,2463.0,Jim Courier
2577805,1991-08-19,5,100656,2422.0,Ivan Lendl
2579074,1991-08-26,1,101414,3728.0,Boris Becker
2579075,1991-08-26,2,101222,3310.0,Stefan Edberg
2579076,1991-08-26,3,100656,2575.0,Ivan Lendl
2579077,1991-08-26,4,101529,2573.0,Michael Stich
2579078,1991-08-26,5,101793,2463.0,Jim Courier
2580347,1991-09-02,1,101414,,Boris Becker
2580348,1991-09-02,2,101222,,Stefan Edberg
2580349,1991-09-02,3,100656,,Ivan Lendl
2580350,1991-09-02,4,101529,,Michael Stich
2580351,1991-09-02,5,101793,,Jim Courier
2581617,1991-09-09,1,101222,3778.0,Stefan Edberg
2581618,1991-09-09,2,101414,3501.0,Boris Becker
2581619,1991-09-09,3,101793,2885.0,Jim Courier
2581620,1991-09-09,4,100656,2789.0,Ivan Lendl
2581621,1991-09-09,5,101529,2666.0,Michael Stich
2582899,1991-09-16,1,101222,3778.0,Stefan Edberg
2582900,1991-09-16,2,101414,3501.0,Boris Becker
2582901,1991-09-16,3,101793,2885.0,Jim Courier
2582902,1991-09-16,4,100656,2789.0,Ivan Lendl
2582903,1991-09-16,5,101529,2666.0,Michael Stich
2584179,1991-09-23,1,101222,3778.0,Stefan Edberg
2584180,1991-09-23,2,101414,3501.0,Boris Becker
2584181,1991-09-23,3,101793,2885.0,Jim Courier
2584182,1991-09-23,4,100656,2789.0,Ivan Lendl
2584183,1991-09-23,5,101529,2666.0,Michael Stich
2585466,1991-09-30,1,101222,3778.0,Stefan Edberg
2585467,1991-09-30,2,101414,3501.0,Boris Becker
2585468,1991-09-30,3,101793,2885.0,Jim Courier
2585469,1991-09-30,4,100656,2789.0,Ivan Lendl
2585470,1991-09-30,5,101529,2666.0,Michael Stich
2586754,1991-10-07,1,101222,3833.0,Stefan Edberg
2586755,1991-10-07,2,101414,3208.0,Boris Becker
2586756,1991-10-07,3,101793,2885.0,Jim Courier
2586757,1991-10-07,4,100656,2696.0,Ivan Lendl
2586758,1991-10-07,5,101529,2666.0,Michael Stich
2588039,1991-10-14,1,101222,3980.0,Stefan Edberg
2588040,1991-10-14,2,101414,3069.0,Boris Becker
2588041,1991-10-14,3,101793,2885.0,Jim Courier
2588042,1991-10-14,4,101529,2666.0,Michael Stich
2588043,1991-10-14,5,100656,2497.0,Ivan Lendl
2589326,1991-10-21,1,101222,3980.0,Stefan Edberg
2589327,1991-10-21,2,101414,3069.0,Boris Becker
2589328,1991-10-21,3,101793,2885.0,Jim Courier
2589329,1991-10-21,4,101529,2766.0,Michael Stich
2589330,1991-10-21,5,100656,2497.0,Ivan Lendl
2590616,1991-10-28,1,101222,3952.0,Stefan Edberg
2590617,1991-10-28,2,101414,3093.0,Boris Becker
2590618,1991-10-28,3,101793,3028.0,Jim Courier
2590619,1991-10-28,4,101529,2766.0,Michael Stich
2590620,1991-10-28,5,100656,2497.0,Ivan Lendl
2591919,1991-11-04,1,101222,3679.0,Stefan Edberg
2591920,1991-11-04,2,101793,3010.0,Jim Courier
2591921,1991-11-04,3,101414,2852.0,Boris Becker
2591922,1991-11-04,4,101529,2675.0,Michael Stich
2591923,1991-11-04,5,100656,2485.0,Ivan Lendl
2593211,1991-11-11,1,101222,3679.0,Stefan Edberg
2593212,1991-11-11,2,101793,3010.0,Jim Courier
2593213,1991-11-11,3,101414,2852.0,Boris Becker
2593214,1991-11-11,4,101529,2675.0,Michael Stich
2593215,1991-11-11,5,100656,2485.0,Ivan Lendl
2594493,1991-11-18,1,101222,3515.0,Stefan Edberg
2594494,1991-11-18,2,101793,3205.0,Jim Courier
2594495,1991-11-18,3,101414,2822.0,Boris Becker
2594496,1991-11-18,4,101529,2675.0,Michael Stich
2594497,1991-11-18,5,100656,2565.0,Ivan Lendl
2595779,1991-11-25,1,101222,3515.0,Stefan Edberg
2595780,1991-11-25,2,101793,3205.0,Jim Courier
2595781,1991-11-25,3,101414,2822.0,Boris Becker
2595782,1991-11-25,4,101529,2675.0,Michael Stich
2595783,1991-11-25,5,100656,2565.0,Ivan Lendl
2597070,1991-12-02,1,101222,3515.0,Stefan Edberg
2597071,1991-12-02,2,101793,3205.0,Jim Courier
2597072,1991-12-02,3,101414,2822.0,Boris Becker
2597073,1991-12-02,4,101529,2675.0,Michael Stich
2597074,1991-12-02,5,100656,2565.0,Ivan Lendl
2598363,1991-12-09,1,101222,,Stefan Edberg
2598364,1991-12-09,2,101793,,Jim Courier
2598365,1991-12-09,3,101414,,Boris Becker
2598366,1991-12-09,4,101529,,Michael Stich
2598367,1991-12-09,5,100656,,Ivan Lendl
2599657,1991-12-16,1,101222,,Stefan Edberg
2599658,1991-12-16,2,101793,,Jim Courier
2599659,1991-12-16,3,101414,,Boris Becker
2599660,1991-12-16,4,101529,,Michael Stich
2599661,1991-12-16,5,100656,,Ivan Lendl
2600951,1991-12-23,1,101222,3515.0,Stefan Edberg
2600952,1991-12-23,2,101793,3205.0,Jim Courier
2600953,1991-12-23,3,101414,2822.0,Boris Becker
2600954,1991-12-23,4,101529,2675.0,Michael Stich
2600955,1991-12-23,5,100656,2565.0,Ivan Lendl
2602255,1991-12-30,1,101222,,Stefan Edberg
2602256,1991-12-30,2,101793,,Jim Courier
2602257,1991-12-30,3,101414,,Boris Becker
2602258,1991-12-30,4,101529,,Michael Stich
2602259,1991-12-30,5,100656,,Ivan Lendl
2603559,1992-01-06,1,101222,3515.0,Stefan Edberg
2603560,1992-01-06,2,101793,3199.0,Jim Courier
2603561,1992-01-06,3,101414,2822.0,Boris Becker
2603562,1992-01-06,4,101529,2623.0,Michael Stich
2603563,1992-01-06,5,100656,2565.0,Ivan Lendl
2604863,1992-01-13,1,101222,3515.0,Stefan Edberg
2604864,1992-01-13,2,101793,3199.0,Jim Courier
2604865,1992-01-13,3,101414,2822.0,Boris Becker
2604866,1992-01-13,4,100656,2565.0,Ivan Lendl
2604867,1992-01-13,5,101529,2540.0,Michael Stich
2606169,1992-01-20,1,101222,,Stefan Edberg
2606170,1992-01-20,2,101793,,Jim Courier
2606171,1992-01-20,3,101414,,Boris Becker
2606172,1992-01-20,4,100656,,Ivan Lendl
2606173,1992-01-20,5,101529,,Michael Stich
2607475,1992-01-27,1,101222,3671.0,Stefan Edberg
2607476,1992-01-27,2,101793,3652.0,Jim Courier
2607477,1992-01-27,3,101529,2648.0,Michael Stich
2607478,1992-01-27,4,101948,2492.0,Pete Sampras
2607479,1992-01-27,5,101414,2324.0,Boris Becker
2608773,1992-02-03,1,101222,,Stefan Edberg
2608774,1992-02-03,2,101793,,Jim Courier
2608775,1992-02-03,3,101529,,Michael Stich
2608776,1992-02-03,4,101948,,Pete Sampras
2608777,1992-02-03,5,101414,,Boris Becker
2610071,1992-02-10,1,101793,3721.0,Jim Courier
2610072,1992-02-10,2,101222,3671.0,Stefan Edberg
2610073,1992-02-10,3,101529,2648.0,Michael Stich
2610074,1992-02-10,4,101948,2492.0,Pete Sampras
2610075,1992-02-10,5,101414,2324.0,Boris Becker
2611358,1992-02-17,1,101793,3884.0,Jim Courier
2611359,1992-02-17,2,101222,3698.0,Stefan Edberg
2611360,1992-02-17,3,101529,2627.0,Michael Stich
2611361,1992-02-17,4,101414,2518.0,Boris Becker
2611362,1992-02-17,5,101948,2336.0,Pete Sampras
2612641,1992-02-24,1,101793,3884.0,Jim Courier
2612642,1992-02-24,2,101222,3642.0,Stefan Edberg
2612643,1992-02-24,3,101948,2580.0,Pete Sampras
2612644,1992-02-24,4,101414,2542.0,Boris Becker
2612645,1992-02-24,5,101529,2460.0,Michael Stich
2613925,1992-03-02,1,101793,3884.0,Jim Courier
2613926,1992-03-02,2,101222,3642.0,Stefan Edberg
2613927,1992-03-02,3,101414,2738.0,Boris Becker
2613928,1992-03-02,4,101948,2580.0,Pete Sampras
2613929,1992-03-02,5,101529,2460.0,Michael Stich
2615212,1992-03-09,1,101793,3585.0,Jim Courier
2615213,1992-03-09,2,101222,3552.0,Stefan Edberg
2615214,1992-03-09,3,101414,2738.0,Boris Becker
2615215,1992-03-09,4,101948,2580.0,Pete Sampras
